Date,Merill-Brokerage,Etrade-Brokerage,Merill-IRA,Ameritrade-IRA,Fidelity-401K,Vanguard-Retirement,Vanguard-401K,Betterment,Wealthfront,Total
07/23/2017,178942,25197,59895,40967,118368,79110,1602,53102,11134,568317
